f_id,f_ori_name,f_eng_name,langual,f_origen,edible_portion
952,"Yogur líquido, entero, con cereales","Liquid yogurt, whole milk, with cereals",A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0139 F0014 G0003 H0101 H0117 H0168 H0184 H0247 H0319 H0322 H0323 J0123 K0003 M0187 N0036 P0024 R0212 R0497 Z0112,BEDCA,1.000000
953,"Yogur, búlgaro","Yogurt, bulgarian-style",A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0135 F0014 G0003 H0101 H0184 H0247 J0001 K0003 M0187 N0036 N0042 P0024 Z0215,BEDCA,1.000000
955,"Yogur, desnatado, con cereales","Yogurt, skimmed, with cereals",A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0134 F0014 G0003 H0101 H0184 H0228 H0248 H0319 H0322 H0323 J0123 K0003 M0188 N0036 N0042 P0024 R0212 R0497 Z0112,BEDCA,1.000000
956,"Níspero, con piel, crudo","Medlar, with skin, raw",A0143 A0455 A0629 A0669 A0707 A0732 A0833 B2014 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
961,"Cerdo, solomillo, asado","Pork, sirloin, roasted",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1136 C0269 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0112,BEDCA,1.000000
962,"Ciervo, parte s/e, crudo, con grasa separable","Deer, piece n/e, raw, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1583 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0018 Z0112,BEDCA,1.000000
964,"Conejo, entero, estofado","Rabbit, whole, stewed",A0150 A0459 A0633 A0726 A0737 A0793 B1323 C0269 E0150 F0014 G0020 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0110,BEDCA,0.980000
965,"Jamón cocido, categoría s/e","Cooked ham, category n/e",A0279 A0459 A0633 A0714 A0726 A0737 A0793 B1136 C0125 E0145 F0014 G0012 H0227 H0253 J0108 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
966,"Corazón de cordero, crudo","Heart, lamb, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1669 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.780000
967,"Hígado, de cerdo, crudo","Liver, pork, raw",A0150 A0459 A0633 A0714 A0726 A0739 A0796 B1136 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.830000
968,Paté de pimienta,Pepper paté,A0221 A0459 A0633 A0667 A0714 A0726 B1136 C0176 E0146 F0014 G0005 H0229 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0100 Z0112,BEDCA,1.000000
969,"Pato, entero, asado","Duck, whole, roasted",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1316 C0267 E0152 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0111,BEDCA,1.000000
970,"Corazón de pollo, crudo","Heart, chicken, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1457 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
971,"Chufa, cruda","Tigger nut, raw",A0152 A0455 A0629 A0681 A0706 A0731 A0826 B2159 C0239 E0150 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
972,"Corazón, de cerdo, crudo","Pork, heart, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1136 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.950000
973,"Corazón, de vaca/buey, cocido","Beef (cow/ox), heart, boiled",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1201 C0201 E0150 F0014 G0014 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
974,"Cordero, pierna, con grasa, asada","Lamb, leg, with separable fat, baked",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1669 C0269 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0024 Z0110,BEDCA,1.000000
975,"Gallina, entera, cruda","Hen, whole, raw",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1713 C0267 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0054,BEDCA,0.760000
976,"Pato, entero, crudo","Duck, whole, raw",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1316 C0267 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0112,BEDCA,0.890000
977,"Pichón, sin piel, asado","Pigeon, part n/e, without skin, roasted",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1304 C0268 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0054 Z0110,BEDCA,1.000000
978,"Oca, sin piel, asada","Goose, part n/e, without skin, roasted",A0273 A0459 A0633 A0655 A0715 A0726 A0795 B1253 C0268 E0152 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 Z0003 Z0018,BEDCA,1.000000
979,Crema de cacahuete,Peanut butter,A0260 A0467 A0641 A0663 A0722 A0730 A0824 B1337 C0136 E0119 F0014 G0003 H0124 H0158 H0263 H0367 J0123 K0001 M0134 M0215 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
980,"Pollo, entero, con piel, asado","Chicken, whole, with skin, roasted",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1457 C0267 E0150 F0014 G0005 H0003 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0111,BEDCA,1.000000
981,"Vaca/buey, solomillo, crudo","Beef, sirloin, raw",A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1201 C0269 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0112,BEDCA,0.790000
982,"Salchicha, tipo viena","Sausage, viena type",A0221 A0459 A0633 A0667 A0714 A0726 A0798 B1105 C0268 E0151 F0014 G0003 H0172 H0227 H0253 H0306 J0001 K0003 M0003 N0001 P0024 R0212 R0497 Z0018 Z0019 Z0096 Z0099,BEDCA,1.000000
983,"Lengua, de buey, cruda","Tongue, ox, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1201 C0189 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.700000
984,"Ternera, solomillo, asado","Veal, sirloin, roasted, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1349 C0269 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0109,BEDCA,1.000000
985,"Lengua, de ternera, cruda","Tongue, veal, roasted",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0189 E0150 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
986,"Liebre, entera, cruda","Hare, whole, raw",A0150 A0459 A0633 A0714 A0726 A0737 A0793 B2695 C0269 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0215,BEDCA,0.800000
988,"Salchicha, tipo país, a la plancha","Sausage, ""país"" type, griddle",A0221 A0459 A0633 A0667 A0714 A0726 A0799 B1136 C0269 E0134 F0014 G0006 H0229 H0262 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0096 Z0099,BEDCA,1.000000
989,"Ternera, parte s/e, asada","Veal, part n/e, roasted, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1349 C0269 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0018 Z0111,BEDCA,1.000000
990,"Pavo, pechuga, sin piel, a la plancha","Turkey, breast, without skin, grilled",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1236 C0268 E0150 F0014 G0006 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0045 Z0111,BEDCA,1.000000
991,"Ternera, lomo, crudo, con grasa separable","Veal, loin, raw, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1349 C0269 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0031 Z0112,BEDCA,1.000000
992,"Pollo, muslo, con piel, asado","Chicken, leg, with skin, roasted",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1457 C0267 E0150 F0014 G0005 H0003 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0110 Z0159,BEDCA,1.000000
993,"Pollo, muslo, con piel, crudo","Chicken, leg, with skin, raw",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1457 C0267 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0159,BEDCA,1.000000
994,"Pollo, pechuga, con piel, crudo","Chicken, breast, with skin, raw",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1457 C0267 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0158,BEDCA,1.000000
995,"Vaca/buey, parte s/e, asado","Beef, part n/e, roasted, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1201 C0269 E0152 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0018 Z0110,BEDCA,1.000000
996,"Vaca/buey, solomillo, a la plancha","Beef, sirloin, grilled",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1201 C0269 E0152 F0014 G0006 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0110,BEDCA,1.000000
997,"Vaca/buey, parte s/e, estofado","Beef, part n/e, stewed, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1201 C0269 E0152 F0014 G0020 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0018 Z0109,BEDCA,1.000000
999,"Grosella, cruda","Red currant, raw",A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1055 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1000,Leche de cabra,Goat's milk,A0148 A0452 A0626 A0719 A0724 A0740 A0780 B2611 C0235 E0123 F0001 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1001,"Lima, cruda","Lime, raw",A0143 A0455 A0629 A0668 A0707 A0732 A0833 B1067 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.740000
1002,Leche de oveja,Sheep's milk,A0148 A0452 A0626 A0719 A0724 A0740 A0780 B2610 C0235 E0123 F0001 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1003,"Litchi, crudo","Litchis, raw",A0143 A0455 A0629 A0670 A0707 A0732 A0833 B1212 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.620000
1005,Queso Cheddar,Cheddar cheese,A0311 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0147 F0001 G0003 H0107 H0133 H0292 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0147,BEDCA,1.000000
1006,"Membrillo, crudo","Quince, raw",A0143 A0455 A0629 A0649 A0707 A0732 A0833 B1298 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.610000
1007,"Petit Suisse, natural azucarado","Petit-suisse type cheese, plain, with sugar",A0185 A0452 A0626 A0721 A0724 A0776 A0783 B1201 C0245 E0119 F0018 G0003 H0101 H0136 H0296 J0109 J0131 K0003 M0188 N0036 N0042 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1008,"Papaya, cruda","Papaya, without skin, raw",A0143 A0455 A0629 A0672 A0707 A0732 A0833 B1249 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.720000
1009,"Arroz integral, hervido","Rice, brown, boiled",A0125 A0457 A0631 A0696 A0729 A0814 B1322 C0133 E0150 F0014 G0014 H0003 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1010,"Avena, cruda","Oat, raw",A0125 A0457 A0631 A0696 A0729 A0812 B1219 C0155 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1011,Queso Gruyer,Gruyere cheese,A0186 A0311 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0122 F0001 G0003 H0247 H0253 H0328 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1012,Almidón de maíz,Corn starch,A0149 A0457 A0631 A0662 A0696 A0729 A0812 B1232 C0203 E0106 F0003 G0003 H0134 H0138 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,BEDCA,1.000000
1013,"Pera, enlatada en almíbar","Pear, canned, in syrup",A0143 A0455 A0629 A0662 A0707 A0732 A0833 B1344 C0229 E0133 F0014 G0003 H0136 J0123 K0023 M0194 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1014,"Cebada, cruda","Barley, raw",A0125 A0457 A0631 A0683 A0696 A0729 A0812 B1230 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,BEDCA,1.000000
1015,"Agua, con gas, embotellada","Sparkling water, bottled",A0112 A0465 A0639 A0709 A0734 A0844 B1217 C0005 E0123 F0001 G0003 H0175 J0001 K0003 M0203 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1017,"Uva negra, cruda","Red grape, raw",A0143 A0455 A0629 A0671 A0707 A0732 A0833 B2121 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,0.900000
1018,Cereales desayuno base de arroz chocolateado,"Breakfast cereal, rice with chocolate",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1322 C0208 E0153 F0014 G0003 H0138 H0181 H0215 H0216 H0227 H0231 H0268 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1019,"Café, en grano o molido, descafeinado","Coffee, seed or powder, descaffeinated",A0268 A0465 A0639 A0662 A0710 A0845 B1305 C0155 E0117 F0014 G0003 H0138 H0140 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1020,"Garbanzo, seco, crudo","Chickpea, dried, raw",A0152 A0455 A0629 A0680 A0704 A0731 A0831 B1172 C0133 E0150 F0003 G0003 H0138 J0116 J0123 K0003 M0001 N0001 P0024 R0212 R0497 Z0052 Z0112,BEDCA,1.000000
1021,"Cerdo, solomillo, crudo","Pork, sirloin, raw",A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1136 C0269 E0150 F0003 G0001 H0247 J0001 K0003 M0001 N0001 P0024 Z0027,BEDCA,1.000000
1022,"Anís, seco","Anisette, dry",A0277 A0465 A0639 A0713 A0734 A0850 B1347 C0174 E0139 F0014 G0003 H0136 H0148 H0229 H0232 H0270 K0003 M0132 N0040 N0042 P0024 R0212 Z0112 Z0170,BEDCA,1.000000
1024,"Corazón, de vaca/buey, crudo","Beef (cow/ox), heart, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1026,Cereales desayuno base de arroz y miel,"Breakfast cereal, rice with honey",A0631 A0692 A0729 A0768 A0816 B1322 C0208 E0153 F0014 G0003 H0138 H0149 H0181 H0215 H0216 H0227 H0268 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1027,Néctar de ciruela,Plum nectar,A0196 A0465 A0639 A0663 A0708 A0734 A0841 B1206 C0140 E0121 F0018 G0003 H0148 H0154 H0211 J0135 K0003 M0194 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1028,"Cereales desayuno base de arroz, trigo y fruta","Breakfast cereal, rice, wheat and fruit",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1322 C0208 E0153 F0014 G0003 H0138 H0181 H0215 H0216 H0227 H0268 H0319 H0364 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1029,"Ternera, solomillo, sin grasa, crudo","Veal, sirloin, raw, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1349 C0269 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0112,BEDCA,1.000000
1030,"Ternera, costilla, cruda","Veal, rib, raw, with separable fat",A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1349 C0269 E0122 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0023 Z0112,BEDCA,1.000000
1031,Cereales desayuno base de maíz y miel,"Breakfast cereal, corn with honey",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1379 C0155 E0153 F0014 G0003 H0100 H0138 H0149 H0181 H0216 H0274 H0309 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1032,Cereales desayuno base de maíz y trigo,"Breakfast cereal, corn and wheat",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1379 C0155 E0153 F0014 G0003 H0100 H0138 H0181 H0215 H0216 H0274 H0319 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1034,Cereales desayuno base de trigo azucarado,"Breakfast cereal, wheat with sugar",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1312 C0155 E0153 F0014 G0003 H0100 H0138 H0158 H0181 H0215 H0216 H0274 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1035,Cereales desayuno base de trigo y arroz,"Breakfast cereal, wheat and rice",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1312 C0155 E0153 F0014 G0003 H0100 H0138 H0181 H0194 H0215 H0216 H0274 H0321 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1036,Cereales desayuno base de trigo y frutas,"Breakfast cereal, wheat and fruit",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1312 C0155 E0153 F0014 G0003 H0100 H0138 H0181 H0194 H0215 H0216 H0274 H0364 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1038,Cereales desayuno base de trigo y miel,"Breakfast cereal, wheat and honey",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1312 C0155 E0153 F0014 G0003 H0100 H0138 H0149 H0181 H0194 H0215 H0216 H0274 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1039,"Cereales desayuno base de trigo, avena, maiz y miel","Breakfast cereal, wheat, oat, corn and honey",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1312 C0155 E0153 F0014 G0003 H0100 H0138 H0149 H0181 H0194 H0215 H0216 H0274 H0320 H0322 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1040,"Cereales desayuno base de trigo, avena, maíz, miel y nueces","Breakfast cereal, wheat, oat, corn, honey and nuts",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1312 C0155 E0153 F0014 G0003 H0100 H0138 H0149 H0177 H0181 H0194 H0215 H0216 H0274 H0320 H0322 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1042,"Cereales desayuno, maíz azucarado","Breakfast cereal, corn with sugar",A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1379 C0155 E0153 F0014 G0003 H0100 H0138 H0158 H0181 H0194 H0215 H0216 H0274 H0309 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1043,Croissant de chocolate,Croissant with chocolate,A0151 A0458 A0632 A0695 A0729 A0768 A0821 B1421 C0208 E0105 F0014 G0005 H0231 H0256 H0272 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1044,"Donut, de chocolate","Doughnut, with chocolate",A0248 A0458 A0632 A0695 A0729 A0768 A0821 B1312 C0208 E0105 F0014 G0029 H0158 H0184 H0186 H0227 H0233 H0263 H0355 H0408 H0472 H0555 H0580 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1045,"Guisante, congelado, hervido","Pea, frozen, boiled",A0152 A0455 A0629 A0650 A0704 A0730 A0831 B1338 C0133 E0131 F0014 G0014 H0001 J0136 K0003 M0166 M0197 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1046,"Galleta ,tipo ""digestiva"", con chocolate","Cookie, ""digestive"" type, with chocolate",A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1312 C0133 E0140 F0014 G0005 H0158 H0272 H0355 J0100 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1047,"Sesos, de ternera, crudos","Brain, veal, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0199 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1048,"Galleta, barquillo, con jalea de frutas","Biscuit, fruit jam filled, comercial",A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1421 C0208 E0140 F0014 G0005 H0122 H0136 H0186 H0207 H0227 H0272 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1049,"Guisante, seco, crudo","Pea, dried, raw",A0152 A0455 A0629 A0650 A0704 A0730 A0831 B1338 C0133 E0131 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0052 Z0112,BEDCA,1.000000
1050,"Galleta, cubierta de chocolate","Cookie, chocolate covered",A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1312 C0208 E0140 F0014 G0003 H0158 H0184 H0228 H0263 H0351 H0355 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1051,"Galletas, con chocolate, tipo ""cookies""","Cookie, with chocolate",A0203 A0458 A0632 A0663 A0695 A0729 A0821 B1312 C0208 E0140 F0014 G0003 H0158 H0184 H0228 H0231 H0263 H0351 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1052,"Galletas, de mantequilla",Butter cookie,A0203 A0458 A0632 A0663 A0695 A0729 B1312 C0208 E0140 F0014 G0005 H0136 H0186 H0228 H0271 H0351 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1053,"Hígado, de vaca/buey, crudo","Liver, beef, raw",A0150 A0459 A0633 A0714 A0726 A0739 A0796 B1201 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1054,Harina de avena,Oat flour,A0149 A0457 A0631 A0693 A0729 A0759 A0813 B1219 C0208 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1055,"Harina de avena, cocida en agua","Oat flour, boiled in water",A0149 A0457 A0631 A0693 A0729 A0759 A0813 B1219 C0208 E0106 F0014 G0014 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1056,Harina de cebada,Barley flour,A0149 A0457 A0631 A0693 A0729 A0759 A0813 B1230 C0208 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1057,"Néctar de frutas exóticas, envasado",Tropical fruit nectar,A0196 A0465 A0639 A0663 A0708 A0734 A0841 B1024 C0140 E0121 F0018 G0003 H0148 H0154 H0211 J0135 K0003 M0194 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1059,"Pavo, muslo, con piel, crudo","Turkey, leg, with skin, raw",A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1236 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0024 Z0112,BEDCA,0.730000
1060,"Masa de hojaldre, cruda","Puff pastry, raw",A0160 A0457 A0632 A0695 A0729 A0768 A0821 B1312 C0208 E0140 F0003 G0003 H0221 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1061,"Néctar de mango, envasado",Mango nectar,A0196 A0465 A0639 A0663 A0708 A0734 A0841 B1270 C0140 E0121 F0018 G0003 H0148 H0154 H0211 J0135 K0003 M0194 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1062,"Napolitana, rellena con crema de cacao","Flaky pastry, filled with chocolate cream",A0202 A0458 A0632 A0695 A0729 A0768 A0821 B1421 C0208 E0140 F0014 G0005 H0158 H0186 H0207 H0221 H0231 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1063,"Riñón, de cordero, crudo","Kidney, lamb, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1669 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1064,"Pan blanco, de barra, sin sal","White bread, without salt",A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1312 C0208 E0147 F0014 G0005 H0256 J0003 K0003 M0001 N0001 P0024 P0080 R0212 R0497 Z0112,BEDCA,1.000000
1065,"Lenteja, seca, cruda","Lentil, dried, raw",A0152 A0455 A0629 A0680 A0704 A0730 A0831 B1268 C0133 E0150 F0003 G0003 H0138 J0116 J0123 K0003 M0001 N0001 P0024 R0212 R0497 Z0052 Z0215,BEDCA,1.000000
1066,"Pan blanco, tipo ""baguette""","White bread, ""baguette"" type",A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1312 C0208 E0147 F0014 G0005 H0256 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1067,Pan de avena,Oat bread,A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1219 C0208 E0147 F0014 G0005 H0256 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1068,Zumo de piña y uva,Pineapple and grape juice,A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1484 C0140 E0114 F0014 G0003 H0362 J0123 K0003 M0194 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1.000000
1069,"Riñón, de ternera, crudo","Kidney, veal, raw",A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1349 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1.000000
1070,Pan de cebada,Barley bread,A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1230 C0208 E0147 F0014 G0005 H0256 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0113,BEDCA,1.000000
