internal_id,food_name,food_name_original,food_name_es,food_name_en,food_name_normalized,sci_name,langual_codes,source,source_id,country,language,food_type,category,subcategory,state,preparation,edible_portion,reference_basis,kcal_100g,kj_100g,energy_calculated,protein_g_100g,carbohydrates_g_100g,sugars_g_100g,starch_g_100g,fat_g_100g,saturated_fat_g_100g,monounsaturated_fat_g_100g,polyunsaturated_fat_g_100g,trans_fat_g_100g,omega3_g_100g,omega6_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,salt_calculated,cholesterol_mg_100g,water_g_100g,alcohol_g_100g,calcium_mg_100g,iron_mg_100g,magnesium_mg_100g,phosphorus_mg_100g,potassium_mg_100g,zinc_mg_100g,copper_mg_100g,iodine_ug_100g,selenium_ug_100g,vitamin_a_ug_100g,vitamin_c_mg_100g,vitamin_d_ug_100g,vitamin_e_mg_100g,vitamin_b6_mg_100g,vitamin_b12_ug_100g,folate_ug_100g,thiamine_mg_100g,riboflavin_mg_100g,niacin_mg_100g,pantothenic_acid_mg_100g,biotin_ug_100g,added_sugars_g_100g,lactose_g_100g,polyols_g_100g,choline_mg_100g,caffeine_mg_100g,manganese_mg_100g,fluoride_mg_100g,arachidic_acid_g_100g,lauric_acid_g_100g,myristic_acid_g_100g,palmitic_acid_g_100g,stearic_acid_g_100g,oleic_acid_g_100g,linoleic_acid_g_100g,alpha_linolenic_acid_g_100g,arachidonic_acid_g_100g,epa_g_100g,dha_g_100g,brand,barcode,package_size_g,package_price,price_per_kg,price_per_100g,cost_per_20g_protein,cost_per_30g_protein,protein_per_euro,search_name,search_tokens,aliases,data_quality_score,preferred_record,duplicate_group_id,validation_status,validation_notes,notes,created_at,updated_at
BEDCA-1175,"Guisante, congelado, crudo","Guisante, congelado, crudo","Guisante, congelado, crudo","Pea, frozen, raw",guisante congelado crudo,,A0152 A0455 A0629 A0650 A0704 A0730 A0831 B1338 C0133 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1175,ES,es,generic,,,crudo,,1.0,100g,62.12,259.9,False,5.4,8.8,2.1,6.7,0.5,0.1,,0.3,,0.033,0.142,4.7,3.0,0.0075,True,0.0,79.9,0.0,24.0,1.6,26.0,91.0,197.0,0.8,,0.15,1.9,53.0,18.0,0.0,0.1,0.1,0.0,49.3,0.26,0.1,1.7,,,,,,,,,,,0.0,0.0,0.06,0.007,0.033,0.142,0.033,0.0,0.0,0.0,,,,,,,,,,"Guisante, congelado, crudo",guisante guisantes congelado congelados crudo crudos pea peas frozen frozens raw raws,"Pea, frozen, raw",98,True,GRP-01699,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1176,"Alcachofa, cruda","Alcachofa, cruda","Alcachofa, cruda","Artichoke, frozen, raw",alcachofa cruda,,A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1466 C0237 E0148 F0003 G0003 H0001 J0136 K0001 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,BEDCA,1176,ES,es,generic,,,crudo,,0.0,100g,22.73,95.12,False,2.9,2.26,2.25,0.01,0.2,,,0.09,,,,9.4,15.0,0.0375,True,0.0,83.33,0.0,44.0,1.0,27.0,50.0,300.0,0.1,0.23,1.0,0.2,4.0,6.0,0.0,0.2,0.09,0.0,28.0,0.05,0.04,0.8,0.34,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alcachofa, cruda",alcachofa alcachofas cruda crudas artichoke artichokes frozen frozens raw raws,"Artichoke, frozen, raw",93,True,GRP-00235,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1177,"Brécol, crudo","Brécol, crudo","Brécol, crudo","Broccoli, raw",brecol crudo,,A0152 A0455 A0629 A0650 A0731 A0826 B1443 C0144 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205 Z0215,BEDCA,1177,ES,es,generic,,,crudo,,0.0,100g,25.48,106.6,False,3.0,2.4,2.3,0.1,0.4,0.07,,0.2,,,,3.0,13.0,0.0325,True,0.0,90.7,0.0,93.0,1.4,25.0,67.0,370.0,0.6,0.04,2.0,3.0,69.0,110.0,0.0,1.0,0.19,0.0,110.0,0.1,0.13,1.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brécol, crudo",brecol brecols crudo crudos broccoli broccolis raw raws,"Broccoli, raw",98,True,GRP-00496,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1178,"Col lombarda, hervida","Col lombarda, hervida","Col lombarda, hervida","Red cabbage, boiled",col lombarda hervida,,A0152 A0455 A0629 A0675 A0705 A0731 A0826 B2072 C0151 E0151 F0014 G0014 H0001 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0109 Z0205,BEDCA,1178,ES,es,generic,,,hervido,,1.0,100g,17.89,74.85,False,1.0,2.75,2.75,,0.3,,,0.15,,,,2.4,3.0,0.0075,True,0.0,91.4,0.0,37.0,0.4,9.0,29.0,140.0,0.1,,1.0,0.4,1.0,33.0,0.0,0.7,0.1,0.0,34.0,0.03,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Col lombarda, hervida",col cols lombarda lombardas hervida hervidas red reds cabbage cabbages boiled boileds,"Red cabbage, boiled",93,True,GRP-00958,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1179,"Espárrago, verde","Espárrago, verde","Espárrago, verde","Asparagus, green",esparrago verde,,A0152 A0455 A0629 A0682 A0705 A0731 A0826 B1604 C0200 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,BEDCA,1179,ES,es,generic,,,,,0.6,100g,25.22,105.5,False,2.9,2.0,,,0.6,0.1,0.1,0.2,,,,1.7,3.0,0.0075,True,0.0,92.8,0.0,27.7,1.3,12.5,59.0,207.0,0.51,0.08,8.0,1.0,53.0,21.6,0.0,2.0,0.07,0.0,113.0,0.12,0.11,1.5,0.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Espárrago, verde",esparrago esparragos verde verdes asparagus asparagu green greens,"Asparagus, green",93,True,GRP-01242,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1180,"Col de bruselas, cruda","Col de bruselas, cruda","Col de bruselas, cruda","Brussels sprout, frozen",col de bruselas cruda,,A0152 A0455 A0629 A0675 A0705 A0731 A0826 B1611 C0151 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1180,ES,es,generic,,,crudo,,0.0,100g,34.89,146.0,False,4.0,3.5,2.9,0.6,0.5,0.1,,0.2,,,,4.3,9.0,0.0225,True,0.0,84.4,0.0,31.0,1.1,23.0,77.0,411.0,0.5,0.07,10.0,1.6,13.0,110.0,0.0,0.9,0.28,0.0,55.6,0.14,0.13,0.69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Col de bruselas, cruda",col cols de des bruselas brusela cruda crudas brussels brussel sprout sprouts frozen frozens,"Brussels sprout, frozen",98,True,GRP-00957,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1182,Sofrito,Sofrito,Sofrito,Lightly-fried vegatables,sofrito,,A0286 A0463 A0629 A0663 A0722 A0735 A0862 B1300 C0240 E0134 F0014 G0028 H0212 H0341 H0350 H0367 J0003 K0003 M0003 N0001 P0024 R0212 R0497 Z0052 Z0112,BEDCA,1182,ES,es,generic,,,,,1.0,100g,209.09,874.83,False,1.11,4.71,4.63,0.08,20.97,3.03,14.86,2.14,,,,1.4,492.99,1.2325,True,0.0,70.0,0.0,21.65,0.67,14.4,27.19,253.5,0.34,0.0,0.0,0.0,26.25,6.52,0.0,3.49,0.07,0.0,5.13,0.04,0.03,0.72,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sofrito,sofrito sofritos lightly lightlys fried frieds vegatables vegatabl,Lightly-fried vegatables,98,True,GRP-03470,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1183,"Calabaza, hervida","Calabaza, hervida","Calabaza, hervida","Pumpkin, boiled",calabaza hervida,,A0152 A0455 A0629 A0676 A0705 A0731 A0828 B1456 C0229 E0152 F0014 G0014 H0367 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0109 Z0205,BEDCA,1183,ES,es,generic,,,hervido,,1.0,100g,12.3,51.45,False,0.6,2.1,,,0.15,0.1,,,,,,0.5,76.0,0.19,True,0.0,96.5,0.0,23.0,0.1,7.0,15.0,84.0,0.2,0.02,1.0,0.0,159.17,7.0,0.0,1.06,0.03,0.0,10.0,0.14,,0.2,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calabaza, hervida",calabaza calabazas hervida hervidas pumpkin pumpkins boiled boileds,"Pumpkin, boiled",93,True,GRP-00612,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1185,"Grosella negra, cruda","Grosella negra, cruda","Grosella negra, cruda","Black currant, raw",grosella negra cruda,,A0143 A0455 A0629 A0671 A0707 A0732 A0833 B1192 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,BEDCA,1185,ES,es,generic,,,crudo,,1.0,100g,35.76,149.62,False,1.48,7.10333,7.10333,,0.1,,,,,,,7.0,6.03333,0.0151,True,0.0,79.84,0.0,40.1,0.9,22.0333,34.0,341.9,0.433333,0.09,1.0,1.7,21.6667,159.567,0.0,1.0,0.08,0.0,40.0,0.02,0.06,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grosella negra, cruda",grosella grosellas negra negras cruda crudas black blacks currant currants raw raws,"Black currant, raw",93,True,GRP-01692,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1186,"Mango, crudo","Mango, crudo","Mango, crudo","Mango, without skin, raw",mango crudo,,A0143 A0455 A0629 A0668 A0707 A0732 A0833 B1270 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112,BEDCA,1186,ES,es,generic,,,crudo,,0.0,100g,58.65,245.4,False,0.6,13.4,13.1,0.3,0.2,0.05,0.07,0.03,,,,2.3,2.0,0.005,True,0.0,83.0,0.0,20.0,1.2,9.0,22.0,150.0,0.1,0.11,0.0,0.6,25.0,44.0,0.0,1.8,0.08,0.0,31.0,0.03,0.05,0.4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mango, crudo",mango mangos crudo crudos without withouts skin skins raw raws,"Mango, without skin, raw",98,True,GRP-02218,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1187,"Centeno, crudo","Centeno, crudo","Centeno, crudo","Rye, raw",centeno crudo,,A0125 A0457 A0631 A0683 A0696 A0729 A0812 B1313 C0155 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,BEDCA,1187,ES,es,generic,,,crudo,,1.0,100g,406.48,1700.7,False,14.8,79.8,,,2.5,0.29,0.3,1.1,,,,14.6,6.0,0.015,True,0.0,0.0,0.0,33.0,2.67,121.0,374.0,264.0,3.73,0.45,10.0,35.3,0.0,0.0,0.0,1.87,0.29,0.0,60.0,0.32,0.25,4.27,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centeno, crudo",centeno centenos crudo crudos rye ryes raw raws,"Rye, raw",93,True,GRP-00703,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1188,"Cereales desayuno base de maíz, trigo y avena","Cereales desayuno base de maíz, trigo y avena","Cereales desayuno base de maíz, trigo y avena","Breakfast cereal, corn, wheat and oat",cereales desayuno base de maiz trigo y avena,,A0258 A0457 A0631 A0692 A0729 A0768 A0816 B1379 C0155 E0153 F0014 G0003 H0100 H0138 H0181 H0215 H0216 H0274 H0319 H0322 J0116 K0003 M0155 N0001 P0024 R0212 R0497 Z0112,BEDCA,1188,ES,es,generic,,,,,1.0,100g,414.03,1732.3,False,6.2,80.9,,,6.8,4.6,0.0,0.0,,,,2.4,200.0,0.5,True,0.0,5.2,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.7,0.85,170.0,1.2,1.4,15.3,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cereales desayuno base de maíz, trigo y avena",cereales cereal desayuno desayunos base bases de des maiz maizs trigo trigos avena avenas breakfast breakfasts cereals corn corns wheat wheats and ands oat oats,"Breakfast cereal, corn, wheat and oat",93,True,GRP-00728,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1777,Jamón ibérico de cebo,Jamón ibérico de cebo,Jamón ibérico de cebo,Iberian ham of land cebo-feed,jamon iberico de cebo,,A0797 B1136 C0269 E0150 F0003 H0144 J0139 K0003 P0024 R0212 Z0086,BEDCA,1777,ES,es,generic,,,,,1.0,100g,301.43,1261.2,False,32.3,0.1,,,19.2,7.81,10.31,1.18,0.043,,0.71,0.0,1942.0,4.855,True,69.0,48.4,0.0,10.2,4.3,37.2,141.0,701.0,4.0,,11.0,12.1,,0.0,,0.08,0.16,15.7,13.5,0.42,0.12,0.8,,,,,,,,,,,0.013,0.25,4.69,2.41,9.19,0.657,0.084,0.053,,,,,,,,,,,,Jamón ibérico de cebo,jamon jamons iberico ibericos de des cebo cebos iberian iberians ham hams of ofs land lands feed feeds,Iberian ham of land cebo-feed,93,True,GRP-01881,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-1781,Jamón ibérico de bellota,Jamón ibérico de bellota,Jamón ibérico de bellota,Iberian acorn-feed ham,jamon iberico de bellota,,A1000 A0797 B1136 C0269 E0150 F0003 H0144 J0139 K0003 P0024 R0212 Z0086,BEDCA,1781,ES,es,generic,,,,,1.0,100g,333.25,1394.3,False,33.2,0.5,,,22.2,6.53,13.08,1.54,0.043,,0.71,0.0,1935.0,4.8375,True,69.0,38.5,0.0,6.8,3.6,37.6,191.0,655.0,3.5,,10.0,12.1,,0.0,,0.08,0.14,15.7,,0.4,0.11,0.84,,,,,,,,,,,0.013,0.2,4.29,2.04,12.46,0.657,0.084,0.053,,,,,,,,,,,,Jamón ibérico de bellota,jamon jamons iberico ibericos de des bellota bellotas iberian iberians acorn acorns feed feeds ham hams,Iberian acorn-feed ham,93,True,GRP-01880,OK,,,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2123,Kebab,Kebab,Kebab,Kebab,kebab,,A0467 A0722 A0735 A0861 B1134 C0005 E0147 F0014 G0001 H0152 H0191 H0212 H0367 J0142 K0003 M0001 N0001 P0024 R0403 Z0112,BEDCA,2123,ES,es,generic,,,,,1.0,100g,303.54,1270.03,False,8.8,16.7,,,7.9,2.9,3.1,0.7,,,,1.6,680.0,1.7,True,,66.6,0.0,26.1,1.1,14.6,85.0,210.6,1.4,,10.8,6.6,21.1,3.4,,0.7,0.19,0.5,13.7,0.06,0.09,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kebab,kebab kebabs,,84,True,GRP-01958,REVIEW,"kcal declarada (304) se aleja de la estimada por macros (173), 75% de diferencia",f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2124,Vinagre de vino,Vinagre de vino,Vinagre de vino,Wine vinegar,vinagre de vino,"Vinegar, wine",A0302 A0722 A0735 A0852 A1200 B1329 C0167 E0123 F0014 G0014 H0148 J0104 K0004 M0102 M0130 N0036 N0040 P0024 R0001 Z0112,BEDCA,2124,ES,es,generic,"Seasoning, sauces and condiments",Condiments,,,1.0,100g,4.06,17.0,False,0.4,0.6,,,0.0,0.0,0.0,0.0,,,,0.0,8.0,0.02,True,0.0,97.0,0.0,6.0,0.45,4.0,8.0,39.0,0.03,,,,0.0,0.5,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinagre de vino,vinagre vinagres de des vino vinos wine wines vinegar vinegars,Wine vinegar,93,True,GRP-03725,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
BEDCA-2125,"Huevo de gallina, yema, cruda","Huevo de gallina, yema, cruda","Huevo de gallina, yema, cruda","Egg, chiken, yolk, raw",huevo de gallina yema cruda,Gallus gallus domesticus,A0718 A0725 A0790 A1038 A1260 A1275 B1713 C0215 E0150 F0003 G0003 H0003 J0003 K0003 M0156 M0159 N0036 P0024 Z0154,BEDCA,2125,ES,es,generic,,,crudo,,1.0,100g,354.95,1485.1,False,16.5,2.3,,,31.5,9.4,12.3,4.1,,,,0.0,50.0,0.125,True,1100.0,49.9,0.0,137.0,6.1,15.0,520.0,97.0,3.9,,39.6,45.0,591.0,0.0,4.5,3.6,0.3,4.7,140.0,0.22,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huevo de gallina, yema, cruda",huevo huevos de des gallina gallinas yema yemas cruda crudas egg eggs chiken chikens yolk yolks raw raws,"Egg, chiken, yolk, raw",93,True,GRP-01794,OK,,f_origen original: BEDCA2,2026-09-20T04:34:56.400294+00:00,2026-09-20T04:34:56.400294+00:00
