internal_id,food_name,food_name_original,food_name_es,food_name_en,food_name_normalized,sci_name,langual_codes,source,source_id,country,language,food_type,category,subcategory,state,preparation,edible_portion,reference_basis,kcal_100g,kj_100g,energy_calculated,protein_g_100g,carbohydrates_g_100g,sugars_g_100g,starch_g_100g,fat_g_100g,saturated_fat_g_100g,monounsaturated_fat_g_100g,polyunsaturated_fat_g_100g,trans_fat_g_100g,omega3_g_100g,omega6_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,salt_calculated,cholesterol_mg_100g,water_g_100g,alcohol_g_100g,calcium_mg_100g,iron_mg_100g,magnesium_mg_100g,phosphorus_mg_100g,potassium_mg_100g,zinc_mg_100g,copper_mg_100g,iodine_ug_100g,selenium_ug_100g,vitamin_a_ug_100g,vitamin_c_mg_100g,vitamin_d_ug_100g,vitamin_e_mg_100g,vitamin_b6_mg_100g,vitamin_b12_ug_100g,folate_ug_100g,thiamine_mg_100g,riboflavin_mg_100g,niacin_mg_100g,pantothenic_acid_mg_100g,biotin_ug_100g,added_sugars_g_100g,lactose_g_100g,polyols_g_100g,choline_mg_100g,caffeine_mg_100g,manganese_mg_100g,fluoride_mg_100g,arachidic_acid_g_100g,lauric_acid_g_100g,myristic_acid_g_100g,palmitic_acid_g_100g,stearic_acid_g_100g,oleic_acid_g_100g,linoleic_acid_g_100g,alpha_linolenic_acid_g_100g,arachidonic_acid_g_100g,epa_g_100g,dha_g_100g,brand,barcode,package_size_g,package_price,price_per_kg,price_per_100g,cost_per_20g_protein,cost_per_30g_protein,protein_per_euro,search_name,search_tokens,aliases,data_quality_score,preferred_record,duplicate_group_id,validation_status,validation_notes,notes,created_at,updated_at
FABRICANTE-2304949002933,,,,,,,,FABRICANTE,2304949002933,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304949002933,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00091,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304570003224,Solomillo,Solomillo,Solomillo,,solomillo,,,FABRICANTE,2304570003224,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304570003224,,,,,,,,Solomillo,solomillo solomillos nan nans mercadona mercadonas,,55,True,GRP-03565,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302834003515,Filete ajillo marinado,Filete ajillo marinado,Filete ajillo marinado,,filete ajillo marinado,,,FABRICANTE,2302834003515,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302834003515,,,,,,,,Filete ajillo marinado,filete filetes ajillo ajillos marinado marinados nan nans mercadona mercadonas,,55,True,GRP-01315,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302831003426,Pechuga de pollo marinada,Pechuga de pollo marinada,Pechuga de pollo marinada,,pechuga de pollo marinada,,,FABRICANTE,2302831003426,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302831003426,,,,,,,,Pechuga de pollo marinada,pechuga pechugas de des pollo pollos marinada marinadas nan nans mercadona mercadonas,,55,True,GRP-02736,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302819002182,Filetes de magro jamón,Filetes de magro jamón,Filetes de magro jamón,,filetes de magro jamon,,,FABRICANTE,2302819002182,ES,es,branded,filetes de magro jamon,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302819002182,,,,,,,,Filetes de magro jamón,filetes filet de des magro magros jamon jamons nan nans mercadona mercadonas,,55,True,GRP-01548,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2305046005995,,,,,,,,FABRICANTE,2305046005995,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2305046005995,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00093,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302833004667,Pechuga finas hierbas,Pechuga finas hierbas,Pechuga finas hierbas,,pechuga finas hierbas,,,FABRICANTE,2302833004667,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302833004667,,,,,,,,Pechuga finas hierbas,pechuga pechugas finas fina hierbas hierba nan nans mercadona mercadonas,,55,True,GRP-02819,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302789004582,Pollo,Pollo,Pollo,,pollo,,,FABRICANTE,2302789004582,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302789004582,,,,,,,,Pollo,pollo pollos nan nans mercadona mercadonas,,55,True,GRP-03144,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302831002986,,,,,,,,FABRICANTE,2302831002986,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302831002986,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00058,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2305093004040,Longaniza fresca,Longaniza fresca,Longaniza fresca,,longaniza fresca,,,FABRICANTE,2305093004040,ES,es,branded,,,crudo,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2305093004040,,,,,,,,Longaniza fresca,longaniza longanizas fresca frescas nan nans mercadona mercadonas,,55,False,GRP-02158,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304729003198,Entresijos de cordero,Entresijos de cordero,Entresijos de cordero,,entresijos de cordero,,,FABRICANTE,2304729003198,ES,es,branded,lamb meat,meats,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304729003198,,,,,,,,Entresijos de cordero,entresijos entresijo de des cordero corderos nan nans mercadona mercadonas,,55,True,GRP-01237,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2305245003600,pinchos varilla,pinchos varilla,pinchos varilla,,pinchos varilla,,,FABRICANTE,2305245003600,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2305245003600,,,,,,,,pinchos varilla,pinchos pincho varilla varillas nan nans mercadona mercadonas,,55,True,GRP-03008,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2305061002146,Pechuga de pollo ajillo marinada,Pechuga de pollo ajillo marinada,Pechuga de pollo ajillo marinada,,pechuga de pollo ajillo marinada,,,FABRICANTE,2305061002146,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2305061002146,,,,,,,,Pechuga de pollo ajillo marinada,pechuga pechugas de des pollo pollos ajillo ajillos marinada marinadas nan nans mercadona mercadonas,,55,False,GRP-02701,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303484009377,Chuletas de palo/riñonada,Chuletas de palo/riñonada,Chuletas de palo/riñonada,,chuletas de palo rinonada,,,FABRICANTE,2303484009377,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303484009377,,,,,,,,Chuletas de palo/riñonada,chuletas chuleta de des palo palos rinonada rinonadas nan nans mercadona mercadonas,,55,False,GRP-00911,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303400004868,Filete de pechuga de pollo,Filete de pechuga de pollo,Filete de pechuga de pollo,,filete de pechuga de pollo,,,FABRICANTE,2303400004868,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303400004868,,,,,,,,Filete de pechuga de pollo,filete filetes de des pechuga pechugas pollo pollos nan nans mercadona mercadonas,,55,False,GRP-01411,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302784003511,Alas,Alas,Alas,,alas,,,FABRICANTE,2302784003511,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302784003511,,,,,,,,Alas,alas ala nan nans mercadona mercadonas,,55,True,GRP-00227,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2325926004214,,,,,,,,FABRICANTE,2325926004214,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2325926004214,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00112,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2325258002926,Contramuslo de pollo rural deshuesado,Contramuslo de pollo rural deshuesado,Contramuslo de pollo rural deshuesado,,contramuslo de pollo rural deshuesado,,,FABRICANTE,2325258002926,ES,es,branded,chickens,poultries,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2325258002926,,,,,,,,Contramuslo de pollo rural deshuesado,contramuslo contramuslos de des pollo pollos rural rurals deshuesado deshuesados nan nans mercadona mercadonas,,55,True,GRP-00990,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302685002026,,,,,,,,FABRICANTE,2302685002026,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302685002026,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00034,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302685003504,Secreto,Secreto,Secreto,,secreto,,,FABRICANTE,2302685003504,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302685003504,,,,,,,,Secreto,secreto secretos nan nans mercadona mercadonas,,55,False,GRP-03439,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302811003224,,,,,,,,FABRICANTE,2302811003224,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302811003224,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00051,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-230035150296400089002645,Melón partido,Melón partido,Melón partido,,melon partido,,,FABRICANTE,230035150296400089002645,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,230035150296400089002645,,,,,,,,Melón partido,melon melons partido partidos nan nans mercadona mercadonas,,55,False,GRP-02297,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302228006221,Solomillo de cerdo marinado,Solomillo de cerdo marinado,Solomillo de cerdo marinado,,solomillo de cerdo marinado,,,FABRICANTE,2302228006221,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302228006221,,,,,,,,Solomillo de cerdo marinado,solomillo solomillos de des cerdo cerdos marinado marinados nan nans mercadona mercadonas,,55,False,GRP-03498,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-232694350000100110001103,Corazones de lechuga romana,Corazones de lechuga romana,Corazones de lechuga romana,,corazones de lechuga romana,,,FABRICANTE,232694350000100110001103,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,232694350000100110001103,,,,,,,,Corazones de lechuga romana,corazones corazon de des lechuga lechugas romana romanas nan nans mercadona mercadonas,,55,True,GRP-01058,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303394004448,Fiambre de lomo,Fiambre de lomo,Fiambre de lomo,,fiambre de lomo,,,FABRICANTE,2303394004448,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303394004448,,,,,,,,Fiambre de lomo,fiambre fiambres de des lomo lomos nan nans mercadona mercadonas,,55,True,GRP-01274,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2321227003772,,,,,,,,FABRICANTE,2321227003772,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2321227003772,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00104,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302844003277,,,,,,,,FABRICANTE,2302844003277,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302844003277,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00068,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-0071790600060,,,,,,,,FABRICANTE,0071790600060,ES,es,branded,yogur de turron de mercadona,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0071790600060,,,,,,,,,nan nans,,30,True,GRP-00023,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302860003237,,,,,,,,FABRICANTE,2302860003237,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302860003237,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00071,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2301009002551,Longaniza fresca,Longaniza fresca,Longaniza fresca,,longaniza fresca,,,FABRICANTE,2301009002551,ES,es,branded,,,crudo,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2301009002551,,,,,,,,Longaniza fresca,longaniza longanizas fresca frescas nan nans mercadona mercadonas,,55,True,GRP-02158,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302794003525,,,,,,,,FABRICANTE,2302794003525,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302794003525,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00047,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-11217800,salsa pimienta verde mercadona,salsa pimienta verde mercadona,,salsa pimienta verde mercadona,salsa pimienta verde mercadona,,,FABRICANTE,11217800,ES,en,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,11217800,,,,,,,,salsa pimienta verde mercadona,salsa salsas pimienta pimientas verde verdes mercadona mercadonas nan nans,,55,True,GRP-03408,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302836003780,Contra muslo,Contra muslo,Contra muslo,,contra muslo,,,FABRICANTE,2302836003780,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302836003780,,,,,,,,Contra muslo,contra contras muslo muslos nan nans mercadona mercadonas,,55,True,GRP-00984,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302787004034,,,,,,,,FABRICANTE,2302787004034,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302787004034,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00042,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303497004284,Arreglo puchero,Arreglo puchero,Arreglo puchero,,arreglo puchero,,,FABRICANTE,2303497004284,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303497004284,,,,,,,,Arreglo puchero,arreglo arreglos puchero pucheros nan nans mercadona mercadonas,,55,True,GRP-00292,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-12522729,,,,,,,,FABRICANTE,12522729,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,12522729,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00026,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302836003995,,,,,,,,FABRICANTE,2302836003995,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302836003995,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00063,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302695003167,,,,,,,,FABRICANTE,2302695003167,ES,es,branded,chicken breasts,chickens,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302695003167,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00036,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-231042770055500476002646,Filetes de contramuslo de pavo,Filetes de contramuslo de pavo,Filetes de contramuslo de pavo,,filetes de contramuslo de pavo,,,FABRICANTE,231042770055500476002646,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,231042770055500476002646,,,,,,,,Filetes de contramuslo de pavo,filetes filet de des contramuslo contramuslos pavo pavos nan nans mercadona mercadonas,,55,True,GRP-01532,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302793002833,,,,,,,,FABRICANTE,2302793002833,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302793002833,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00045,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2303394003656,,,,,,,,FABRICANTE,2303394003656,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2303394003656,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00074,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2302815002599,,,,,,,,FABRICANTE,2302815002599,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2302815002599,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00054,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-79906678,,,,,,,,FABRICANTE,79906678,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,79906678,,,,,,,,,nan nans mercadona mercadonas,,30,True,GRP-00121,ERROR,sin nombre en ningún idioma disponible,,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304376003626,Filete de pechuga de pavo,Filete de pechuga de pavo,Filete de pechuga de pavo,,filete de pechuga de pavo,,,FABRICANTE,2304376003626,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304376003626,,,,,,,,Filete de pechuga de pavo,filete filetes de des pechuga pechugas pavo pavos nan nans mercadona mercadonas,,55,False,GRP-01371,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-230582800009413500012690,Jamón,Jamón,Jamón,,jamon,,,FABRICANTE,230582800009413500012690,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,230582800009413500012690,,,,,,,,Jamón,jamon jamons nan nans mercadona mercadonas,,55,True,GRP-01947,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-9432414811230,Huevos,Huevos,Huevos,,huevos,,,FABRICANTE,9432414811230,ES,es,branded,fresh eggs,eggs,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"huevos-guillen, mercadona",9432414811230,,,,,,,,Huevos,huevos huevo nan nans guillen guillens mercadona mercadonas,,55,True,GRP-01806,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-231037160101800180001832,Fresón 1 kg,Fresón 1 kg,Fresón 1 kg,,freson 1 kg,,,FABRICANTE,231037160101800180001832,ES,es,branded,berries,fruits,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,231037160101800180001832,,,,,,,,Fresón 1 kg,freson fresons kg kgs nan nans mercadona mercadonas,,55,True,GRP-01619,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-232600990000100200002002,Tortilla Patata y Calabacín,Tortilla Patata y Calabacín,Tortilla Patata y Calabacín,,tortilla patata y calabacin,,,FABRICANTE,232600990000100200002002,ES,es,branded,,,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,232600990000100200002002,,,,,,,,Tortilla Patata y Calabacín,tortilla tortillas patata patatas calabacin calabacins nan nans mercadona mercadonas,,55,True,GRP-03673,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
FABRICANTE-2304919004646,Secreto de cerdo ibérico,Secreto de cerdo ibérico,Secreto de cerdo ibérico,,secreto de cerdo iberico,,,FABRICANTE,2304919004646,ES,es,branded,pork,pork and its products,,,1.0,100g,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mercadona,2304919004646,,,,,,,,Secreto de cerdo ibérico,secreto secretos de des cerdo cerdos iberico ibericos nan nans mercadona mercadonas,,55,True,GRP-03429,REVIEW,sin energía (ni original ni calculable),,2026-09-20T04:34:56.904706+00:00,2026-09-20T04:34:56.904706+00:00
